이름,위도,경도,좌표정보(X),좌표정보(Y),속성
은로초등학교 운동장,37.503732,126.960177,,,지진옥외대피소
동양중학교 운동장,37.509668,126.956276,,,지진옥외대피소
중앙대학교사범대학부속중학교 운동장,37.504817,126.961396,,,지진옥외대피소
경문고등학교운동장,37.49175,126.981614,,,지진옥외대피소
동작중학교운동장,37.49491,126.977,,,지진옥외대피소
남사초등학교 운동장,37.482242,126.978867,,,지진옥외대피소
신남성초등학교 운동장,37.488503,126.965277,,,지진옥외대피소
남성초등학교 운동장,37.484244,126.976303,,,지진옥외대피소
남성중학교 운동장,37.478723,126.972369,,,지진옥외대피소
동작고등학교 운동장,37.482083,126.96553,,,지진옥외대피소
안양천 영롱이 억새 1~3구장,37.524386,126.880654,,,지진옥외대피소
수도여자고등학교 운동장,37.492853,126.915531,,,지진옥외대피소
대방중학교 운동장,37.495095,126.913885,,,지진옥외대피소
보라매초등학교 운동장,37.495358,126.91611,,,지진옥외대피소
농심잔디마당,37.496992,126.918684,,,지진옥외대피소
새싹어린이공원,37.484447,126.949531,,,지진옥외대피소
충효어린이공원,37.481018,126.941012,,,지진옥외대피소
인헌고등학교 운동장,37.471886,126.969893,,,지진옥외대피소
국지어린이공원,37.490039,126.94067,,,지진옥외대피소
관악중학교 운동장,37.480104,126.961471,,,지진옥외대피소
밤골어린이공원,37.474081,126.967251,,,지진옥외대피소
영락고등학교 운동장,37.476032,126.944992,,,지진옥외대피소
원당어린이공원,37.474761,126.963686,,,지진옥외대피소
은천초등학교 운동장,37.48673,126.942929,,,지진옥외대피소
까치산근린공원,37.477783,126.966915,,,지진옥외대피소
관악초등학교 운동장,37.480673,126.943615,,,지진옥외대피소
모래내어린이공원,37.477803,126.95564,,,지진옥외대피소
봉림어린이공원,37.482749,126.935591,,,지진옥외대피소
신화어린이공원,37.476734,126.935749,,,지진옥외대피소
삼성중학교 운동장,37.468124,126.943074,,,지진옥외대피소
신림근린공원,37.4815,126.917622,,,지진옥외대피소
신림중학교 운동장,37.470255,126.945,,,지진옥외대피소
정문학교 운동장,37.461484,126.916138,,,지진옥외대피소
삼성고등학교 운동장,37.469872,126.943556,,,지진옥외대피소
남강중학교 운동장,37.471444,126.923798,,,지진옥외대피소
새들어린이공원,37.488627,126.925764,,,지진옥외대피소
서원어린이공원,37.476716,126.933421,,,지진옥외대피소
숭의여자고등학교운동장,37.507958,126.929319,,,지진옥외대피소
신길초등학교운동장,37.510409,126.926421,,,지진옥외대피소
영화초등학교 운동장,37.509475,126.932975,,,지진옥외대피소
문창초등학교 운동장,37.489171,126.914363,,,지진옥외대피소
보라매공원,37.492514,126.920052,,,지진옥외대피소
문창중학교 운동장,37.495749,126.921651,,,지진옥외대피소
난향공원(관악산 난곡공원),37.465612,126.917113,,,지진옥외대피소
보명어린이공원,37.47561,126.925655,,,지진옥외대피소
중앙분수대 및 중앙도로(관악산휴먼시아아파트),37.459143,126.920544,,,지진옥외대피소
미성초등학교 운동장,37.477715,126.912271,,,지진옥외대피소
미성중학교 운동장,37.475262,126.912617,,,지진옥외대피소
합실어린이공원,37.464955,126.92691,,,지진옥외대피소
관악산 만남의 광장,37.468585,126.945291,,,지진옥외대피소
해태어린이공원,37.472516,126.940594,,,지진옥외대피소
원신초등학교 운동장,37.466817,126.927177,,,지진옥외대피소
난곡초등학교 운동장,37.469366,126.91716,,,지진옥외대피소
미림여자고등학교 운동장,37.466957,126.932103,,,지진옥외대피소
신관중학교 운동장,37.479877,126.933874,,,지진옥외대피소
새숲어린이공원,37.482401,126.913093,,,지진옥외대피소
까치어린이공원,37.47984,126.959494,,,지진옥외대피소
구암초등학교 운동장,37.489122,126.946852,,,지진옥외대피소
신봉초등학교 운동장,37.48505,126.948816,,,지진옥외대피소
봉원중학교 운동장,37.484362,126.957919,,,지진옥외대피소
인헌중학교 운동장,37.472839,126.969202,,,지진옥외대피소
문영여자중학교 운동장,37.472725,126.95144,,,지진옥외대피소
청룡초등학교 운동장,37.476302,126.951362,,,지진옥외대피소
낙성대공원,37.471345,126.959017,,,지진옥외대피소
백설어린이공원,37.476013,126.95363,,,지진옥외대피소
일선어린이공원,37.477976,126.949455,,,지진옥외대피소
비안어린이공원,37.480877,126.940192,,,지진옥외대피소
교체어린이공원,37.473338,126.964029,,,지진옥외대피소
신성초등학교 운동장,37.47148,126.936852,,,지진옥외대피소
새빛어린이공원,37.486155,126.915184,,,지진옥외대피소
서초중학교 운동장,37.485204,127.008653,,,지진옥외대피소
서초고등학교 운동장,37.489261,127.006454,,,지진옥외대피소
원명초등학교 운동장,37.500406,127.016865,,,지진옥외대피소
길음초등학교 운동장,37.6132,127.017084,,,지진옥외대피소
길원초등학교 운동장,37.609694,127.016591,,,지진옥외대피소
길음중학교 운동장,37.613634,127.018385,,,지진옥외대피소
계성고등학교 운동장,37.607626,127.020879,,,지진옥외대피소
마산말어린이공원,37.487153,127.026723,,,지진옥외대피소
서울교육대학교 운동장,37.490611,127.016696,,,지진옥외대피소
본마을공원,37.454667,127.053096,,,지진옥외대피소
도성초등학교 운동장,37.500667,127.049165,,,지진옥외대피소
역삼소나무공원,37.490979,127.033699,,,지진옥외대피소
충현공원,37.504759,127.036509,,,지진옥외대피소
역삼장미공원,37.495307,127.04481,,,지진옥외대피소
역삼은행나무공원,37.505447,127.031249,,,지진옥외대피소
역삼중학교 운동장,37.495589,127.048726,,,지진옥외대피소
역삼초등학교 운동장,37.492636,127.032734,,,지진옥외대피소
방현어린이공원,37.478451,126.991657,,,지진옥외대피소
이수중학교운동장,37.480715,126.990451,,,지진옥외대피소
뒷벌공원,37.490462,126.986854,,,지진옥외대피소
이수초등학교운동장,37.478062,126.984582,,,지진옥외대피소
새말어린이공원,37.493331,126.988614,,,지진옥외대피소
서울전자고등학교운동장,37.46959,126.988537,,,지진옥외대피소
방배1동공영주차장,37.485346,126.992487,,,지진옥외대피소
상문고등학교 운동장,37.480268,127.004442,,,지진옥외대피소
서래초등학교운동장,37.495959,126.98949,,,지진옥외대피소
개포동근린공원,37.48978,127.0687,,,지진옥외대피소
대진초등학교 운동장,37.496437,127.078057,,,지진옥외대피소
대진근린공원,37.49558,127.078554,,,지진옥외대피소
한마음어린이공원,37.495786,127.075894,,,지진옥외대피소
개포은행나무공원,37.476042,127.049021,,,지진옥외대피소
개포고등학교 운동장,37.484681,127.058951,,,지진옥외대피소
국립국악고등학교 운동장,37.475894,127.05089,,,지진옥외대피소
포이초등학교 운동장,37.475582,127.052497,,,지진옥외대피소
언북초등학교 운동장,37.520082,127.046262,,,지진옥외대피소
영동고등학교 운동장,37.52044,127.041983,,,지진옥외대피소
청수근린공원,37.523298,127.058419,,,지진옥외대피소
청담은행나무공원,37.525139,127.044038,,,지진옥외대피소
청담초등학교 운동장,37.527858,127.045178,,,지진옥외대피소
청담목련어린이공원,37.522957,127.049947,,,지진옥외대피소
청담중학교 운동장,37.528971,127.04536,,,지진옥외대피소
삼릉초등학교 운동장,37.512774,127.047155,,,지진옥외대피소
경기고등학교 운동장,37.51746,127.057064,,,지진옥외대피소
샘터근린공원,37.515366,127.047407,,,지진옥외대피소
봉은초등학교 운동장,37.520632,127.060553,,,지진옥외대피소
삼성목련공원,37.518573,127.054043,,,지진옥외대피소
삼성까치공원,37.51824,127.06071,,,지진옥외대피소
언주중학교 운동장,37.514277,127.046914,,,지진옥외대피소
강남구보건소 주차장,37.516207,127.042004,,,지진옥외대피소
봉은중학교 운동장,37.518833,127.062827,,,지진옥외대피소
강남구청 주차장,37.517782,127.047245,,,지진옥외대피소
미아초등학교 운동장,37.610218,127.02192,,,지진옥외대피소
숭례초등학교 운동장,37.594822,127.035051,,,지진옥외대피소
종암중학교 운동장,37.592864,127.03233,,,지진옥외대피소
숭인초등학교 운동장,37.608916,127.038806,,,지진옥외대피소
도시공단 주차장,37.600373,127.041193,,,지진옥외대피소
서울도시과학기술고등학교 운동장,37.607198,127.031687,,,지진옥외대피소
숭곡중학교 운동장,37.608065,127.031665,,,지진옥외대피소
숭곡초등학교 운동장,37.608422,127.032351,,,지진옥외대피소
월곡중학교 운동장,37.606592,127.048125,,,지진옥외대피소
창문여자고등학교운동장,37.61295,127.036629,,,지진옥외대피소
송중초등학교운동장,37.616852,127.031663,,,지진옥외대피소
영훈고등학교운동장,37.613993,127.027902,,,지진옥외대피소
하늘어린이공원,37.624575,127.012984,,,지진옥외대피소
삼각산고등학교 운동장,37.615661,127.02049,,,지진옥외대피소
청암어린이공원,37.624113,127.017135,,,지진옥외대피소
오패어린이공원,37.622346,127.032314,,,지진옥외대피소
체류지 마을마당(미아마을마당),37.61198,127.032948,,,지진옥외대피소
한빛어린이공원,37.627738,127.022849,,,지진옥외대피소
운산어린이공원,37.632088,127.025561,,,지진옥외대피소
벽오산어린이공원,37.627646,127.030201,,,지진옥외대피소
세일어린이공원,37.633556,127.025254,,,지진옥외대피소
번남어린이공원,37.635793,127.02493,,,지진옥외대피소
번동중학교운동장,37.632117,127.036848,,,지진옥외대피소
논골어린이공원,37.638382,127.028046,,,지진옥외대피소
대청중학교 운동장,37.489978,127.058616,,,지진옥외대피소
세화고등학교운동장,37.50136,126.992052,,,지진옥외대피소
원촌중학교운동장,37.506018,127.014264,,,지진옥외대피소
파랑새어린이공원,37.505127,126.995185,,,지진옥외대피소
서일초등학교 운동장,37.484607,127.022712,,,지진옥외대피소
서이초등학교 운동장,37.49112,127.025936,,,지진옥외대피소
도곡중학교 운동장,37.492686,127.044982,,,지진옥외대피소
대곡초등학교 운동장,37.494405,127.065244,,,지진옥외대피소
도곡초등학교 운동장,37.499055,127.054664,,,지진옥외대피소
단국대부속고등학교 운동장,37.496148,127.055996,,,지진옥외대피소
대현초등학교 운동장,37.503568,127.063879,,,지진옥외대피소
대치초등학교 운동장,37.49096,127.062144,,,지진옥외대피소
대명중학교 운동장,37.505889,127.061006,,,지진옥외대피소
휘문고등학교 운동장,37.505053,127.061093,,,지진옥외대피소
대치근린공원,37.495093,127.069921,,,지진옥외대피소
휘문중학교운동장,37.505572,127.062898,,,지진옥외대피소
신사은행나무공원,37.520584,127.026036,,,지진옥외대피소
신구초등학교 운동장,37.523093,127.024278,,,지진옥외대피소
신구중학교 운동장,37.526757,127.032216,,,지진옥외대피소
신사무궁화공원,37.524117,127.03192,,,지진옥외대피소
논현초등학교 운동장,37.508142,127.026206,,,지진옥외대피소
학동초등학교 운동장,37.512036,127.039891,,,지진옥외대피소
논현소나무공원,37.515707,127.037476,,,지진옥외대피소
논현개나리공원,37.511333,127.029949,,,지진옥외대피소
언북중학교 운동장,37.51889,127.033293,,,지진옥외대피소
학동공원,37.515439,127.025425,,,지진옥외대피소
신사중학교 운동장,37.524249,127.021293,,,지진옥외대피소
갈매기근린공원,37.531868,127.034632,,,지진옥외대피소
신사근린공원,37.526444,127.021059,,,지진옥외대피소
압구정중학교 운동장,37.529748,127.033073,,,지진옥외대피소
압구정고등학교 운동장,37.53075,127.032781,,,지진옥외대피소
